Symbol,Long/Short,Entry Price,Exit Price,Entry Date,Exit Date,Profit/Loss $,Profit/Loss %,Year
CEG,Long,4/4/2025,$170.67 ,$190.50 ,4/8/2025,11.62%,2025,
APP,Long,4/7/2025,$201.00 ,$250.00 ,4/7/2025,24.38%,2025,
HOOD,Long,4/7/2025,$30.85 ,$36.85 ,4/7/2025,19.45%,2025,
PLTR,Long,4/7/2025,$67.95 ,$78.05 ,4/7/2025,14.86%,2025,
GS,Short,5/10/2024,$481.38 ,$494.60 ,4/4/2025,-2.75%,2025,
MSFT,Short,4/3/2023,$343.39 ,$362.65 ,4/4/2025,-5.61%,2025,
TLT,Long,10/29/2024,$88.12 ,$94.12 ,4/4/2025,6.81%,2025,
AAPL,Short,1/27/2023,$162.92 ,$187.45 ,4/4/2025,-15.05%,2025,
GDDY,Short,11/29/2023,$163.43 ,$163.83 ,4/4/2025,-0.24%,2025,
CVNA,Short,3/24/2025,$210.50 ,$186.95 ,4/3/2025,11.19%,2025,
UAL,Long,4/1/2025,$64.85 ,$71.25 ,4/2/2025,9.87%,2025,
KBH,Short,11/3/2023,$57.73 ,$56.25 ,3/24/2025,2.56%,2025,
CAVA,Long,3/7/2025,$80.50 ,$88.25 ,3/24/2025,9.63%,2025,
TSLA,Long,3/10/2025,$229.32 ,$263.08 ,3/24/2025,14.72%,2025,
CVNA,Long,3/7/2025,$174.35 ,$193.35 ,3/20/2025,10.90%,2025,
CEG,Long,3/6/2025,$203.19 ,$220.46 ,3/20/2025,8.50%,2025,
JPM,Long,3/13/2025,$224.58 ,$242.02 ,3/19/2025,8.02%,2025,
WRD,Long,3/4/2025,$17.15 ,$19.55 ,3/17/2025,13.99%,2025,
WMT,Short,9/4/2024,$84.25 ,$83.95 ,3/13/2025,0.36%,2025,
APP,Long,3/10/2025,$245.00 ,$280.00 ,3/12/2025,14.29%,2025,
RDDT,Long,3/10/2025,$114.85 ,$132.50 ,3/12/2025,15.37%,2025,
BIIB,Long,11/14/2024,$142.53 ,$156.75 ,3/10/2025,9.98%,2025,
UAL,Short,9/26/2024,$65.69 ,$68.49 ,3/10/2025,-4.26%,2025,
MA,Short,1/30/2025,$572.00 ,$535.50 ,3/10/2025,6.38%,2025,
CELH,Long,2/28/2025,$25.73 ,$29.05 ,3/10/2025,12.90%,2025,
DG,Long,8/29/2024,$83.40 ,$84.00 ,3/10/2025,0.72%,2025,
WOLF,Long,2/26/2025,$5.36 ,$6.07 ,3/7/2025,13.25%,2025,
META,Short,9/19/2024,$653.00 ,$601.00 ,3/7/2025,7.86%,2025,
AXP,Short,8/16/2024,$291.00 ,$275.60 ,3/6/2025,5.29%,2025,
APP,Short,10/14/2024,$217.60 ,$262.60 ,3/6/2025,-20.60%,2025,
QID,Long,8/13/2024,$35.25 ,$36.34 ,3/6/2025,3.08%,2025,
SDS,Long,8/14/2024,$20.55 ,$21.11 ,3/6/2025,2.64%,2025,
SMCI,Long,3/3/2025,$35.00 ,$39.15 ,3/4/2025,11.86%,2025,
CAT,Short,8/30/2024,$371.45 ,$323.00 ,3/4/2025,13.04%,2025,
RCL,Short,9/17/2024,$224.35 ,$225.00 ,3/4/2025,-0.29%,2025,
PLTR,Short,10/9/2024,$70.80 ,$78.80 ,2/28/2025,-11.29%,2025,
NIO,Long,1/16/2025,$4.17 ,$5.03 ,2/27/2025,20.62%,2025,
OKLO,Long,2/25/2025,$30.94 ,$35.50 ,2/26/2025,14.74%,2025,
JPM,Short,2/6/2025,$274.00 ,$256.70 ,2/25/2025,6.31%,2025,
HOOD,Short,1/21/2025,$52.77 ,$48.77 ,2/24/2025,7.58%,2025,
RDDT,Short,1/30/2025,$216.50 ,$176.00 ,2/20/2025,18.71%,2025,
CVNA,Short,1/16/2025,$252.05 ,$234.95 ,2/20/2025,6.78%,2025,
CELH,Long,6/13/2024,$33.94 ,$33.50 ,2/20/2025,-1.30%,2025,
SMCI,Short,2/19/2025,$65.50 ,$55.85 ,2/19/2025,14.73%,2025,
WOLF,Long,1/21/2025,$5.46 ,$7.12 ,2/18/2025,30.04%,2025,
IQ,Long,1/17/2025,$1.92 ,$2.58 ,2/12/2025,32.81%,2025,
TSLA,Short,11/8/2024,$397.50 ,$360.50 ,2/7/2025,9.31%,2025,
BIDU,Long,10/21/2024,$83.25 ,$95.03 ,1/30/2025,14.15%,2025,
KWEB,Long,1/8/2025,$27.90 ,$32.56 ,1/30/2025,16.70%,2025,
BABA,Long,1/10/2025,$80.80 ,$96.65 ,1/28/2025,19.62%,2025,
ORCL,Short,8/20/2024,$158.50 ,$156.50 ,1/27/2025,1.26%,2025,
GEV,Short,4/2/2024,$296.50 ,$327.50 ,1/27/2025,-10.45%,2025,
ANET,Short,1/22/2025,$129.25 ,$108.50 ,1/27/2025,16.05%,2025,
CEG,Short,1/23/2025,$342.00 ,$304.00 ,1/27/2025,11.11%,2025,
SOXS,Long,1/22/2025,$16.85 ,$20.75 ,1/27/2025,23.15%,2025,
VXX,Long,1/24/2025,$41.73 ,$47.00 ,1/27/2025,12.63%,2025,
MDB,Long,12/19/2024,$246.50 ,$261.25 ,1/24/2025,5.98%,2025,
WOLF,Long,12/30/2024,$6.14 ,$7.16 ,1/16/2025,16.61%,2025,
IRBT,Long,1/14/2025,$8.10 ,$9.50 ,1/15/2025,17.28%,2025,
RGTI,Long,1/13/2025,$6.34 ,$7.74 ,1/14/2025,22.08%,2025,
WBA,Long,4/2/2024,$11.77 ,$11.97 ,1/10/2025,1.70%,2025,
PLTR,Short,10/9/2024,$65.80 ,$65.50 ,1/10/2025,0.84%,2025,
TMUS,Short,10/24/2024,$228.00 ,$210.25 ,1/10/2025,7.79%,2025,
RGTI,Long,1/8/2025,$9.60 ,$10.90 ,1/8/2025,13.54%,2025,
RGTI,Short,12/30/2024,$19.35 ,$14.65 ,1/8/2025,24.29%,2025,
MRNA,Long,1/3/2025,$41.83 ,$48.37 ,1/7/2025,15.64%,2025,
SFIX,Long,12/16/2024,$3.80 ,$4.52 ,1/2/2025,18.95%,2025,
DELL,Short,$212.87 ,$208.87 ,4/21/2026,5/1/2026,"$1,200.00 ",1.88%,2024
SOXL,Short,$126.07 ,$107.97 ,4/24/2026,4/28/2026,"$18,100.00 ",14.36%,2024
CIEN,Short,$496.70 ,$461.63 ,4/2/2026,4/28/2026,"$9,052.00 ",3.31%,2024
NBIS,Short,$165.75 ,$149.63 ,4/14/2026,4/24/2026,"$4,836.00 ",9.73%,2024
COHR,Short,$351.56 ,$328.13 ,4/16/2026,4/23/2026,"$7,608.00 ",3.61%,2024
MU,Short,$467.30 ,$439.77 ,4/14/2026,4/20/2026,"$5,506.00 ",5.89%,2024
FIG,Long,$19.63 ,$21.30 ,3/24/2026,4/16/2026,"$6,840.00 ",5.81%,2024
TTD,Long,$21.44 ,$23.10 ,3/17/2026,4/16/2026,"$5,885.00 ",3.66%,2024
CRM,Long,$168.95 ,$182.85 ,4/9/2026,4/16/2026,"$4,170.00 ",8.23%,2024
TEAM,Long,$58.73 ,$63.53 ,4/9/2026,4/15/2026,"$4,800.00 ",8.17%,2024
ASAN,Long,$5.65 ,$6.00 ,4/9/2026,4/15/2026,"$1,400.00 ",6.19%,2024
BABA,Long,$125.70 ,$132.15 ,3/3/2026,4/14/2026,"$10,390.00 ",3.18%,2024
DUOL,Long,$87.95 ,$95.53 ,4/9/2026,4/14/2026,"$3,790.00 ",8.62%,2024
SMR,Long,$10.18 ,$11.24 ,3/6/2026,4/14/2026,"$2,675.00 ",2.10%,2024
ORCL,Long,$140.12 ,$150.03 ,3/26/2026,4/13/2026,"$7,110.00 ",5.07%,2024
CRWD,Long,$367.37 ,$395.53 ,4/10/2026,4/13/2026,"$4,224.00 ",7.67%,2024
ADBE,Long,$236.69 ,$237.73 ,4/6/2026,4/13/2026,$624.00 ,0.44%,2024
IONQ,Long,$28.82 ,$30.86 ,3/11/2026,4/8/2026,"$12,005.00 ",4.38%,2024
VLO,Short,$246.06 ,$232.30 ,3/11/2026,4/8/2026,"$6,572.50 ",2.23%,2024
NVO,Long,$35.33 ,$38.13 ,3/30/2026,4/8/2026,"$5,600.00 ",7.93%,2024
MSFT,Long,$367.87 ,$385.00 ,3/26/2026,4/8/2026,"$5,355.00 ",3.64%,2024
WHR,Long,$53.60 ,$58.07 ,3/19/2026,4/8/2026,"$3,576.00 ",8.34%,2024
SOXS,Long,$35.87 ,$40.35 ,4/1/2026,4/2/2026,"$4,480.00 ",12.49%,2024
RGTI,Long,$12.87 ,$13.97 ,4/2/2026,4/2/2026,"$3,300.00 ",8.55%,2024
RBLX,Long,$54.16 ,$58.85 ,3/10/2026,4/1/2026,"$5,544.00 ",4.27%,2024
TEAM,Long,$64.90 ,$70.23 ,3/27/2026,4/1/2026,"$5,330.00 ",8.21%,2024
SCO,Long,$7.83 ,$8.56 ,3/26/2026,4/1/2026,"$4,675.00 ",7.96%,2024
RGTI,Long,$12.75 ,$13.70 ,3/30/2026,3/31/2026,"$4,750.00 ",7.45%,2024
ASAN,Long,$6.12 ,$6.52 ,3/20/2026,3/31/2026,"$3,100.00 ",5.07%,2024
CIEN,Short,$392.99 ,$391.87 ,3/10/2026,3/26/2026,"($2,332.00)",-0.59%,2024
SCO,Long,$7.80 ,$8.80 ,3/13/2026,3/23/2026,"$8,650.00 ",8.53%,2024
NEM,Long,$88.81 ,$95.73 ,3/23/2026,3/23/2026,"$4,152.00 ",7.79%,2024
WRD,Long,$6.50 ,$7.22 ,3/10/2026,3/23/2026,"$3,600.00 ",11.08%,2024
UAL,Long,$86.17 ,$94.50 ,3/12/2026,3/17/2026,"$4,165.00 ",9.67%,2024
IBIT,Long,$38.54 ,$41.95 ,3/6/2026,3/13/2026,"$5,115.00 ",8.85%,2024
FMC,Long,$13.33 ,$14.81 ,3/3/2026,3/12/2026,"$4,440.00 ",11.10%,2024
VLO,Short,$225.83 ,$215.50 ,3/3/2026,3/10/2026,"$4,132.00 ",4.57%,2024
UAL,Long,$89.74 ,$96.03 ,3/6/2026,3/10/2026,"$3,774.00 ",7.01%,2024
SCO,Long,$10.22 ,$10.63 ,3/5/2026,3/9/2026,"$3,675.00 ",2.40%,2024
FDX,Short,$389.37 ,$362.80 ,2/27/2026,3/6/2026,"$5,314.00 ",6.82%,2024
MSFT,Long,$388.95 ,$409.83 ,3/2/2026,3/4/2026,"$5,220.00 ",5.37%,2024
GDX,Short,$114.64 ,$105.73 ,2/25/2026,3/3/2026,"$8,912.00 ",7.77%,2024
TSM,Short,$380.55 ,$349.43 ,2/24/2026,3/3/2026,"$6,224.00 ",8.18%,2024
SLV,Short,$83.85 ,$74.50 ,2/27/2026,3/3/2026,"$3,740.00 ",11.15%,2024
SQQQ,Long,$67.57 ,$75.60 ,2/25/2026,3/3/2026,"$3,212.00 ",11.88%,2024
STX,Short,$364.16 ,$359.34 ,1/20/2026,3/3/2026,"$1,204.50 ",1.32%,2024
DUOL,Long,$96.79 ,$101.13 ,2/4/2026,2/27/2026,"$2,695.00 ",2.32%,2024
SOXL,Short,$69.55 ,$65.83 ,2/18/2026,2/26/2026,"$5,952.00 ",5.35%,2024
MSFT,Long,$392.19 ,$405.55 ,2/17/2026,2/26/2026,"$5,352.00 ",2.27%,2024
ASAN,Long,$6.81 ,$7.32 ,2/23/2026,2/26/2026,"$1,530.00 ",7.49%,2024
RGTI,Long,$15.98 ,$17.73 ,2/2/2026,2/25/2026,"$3,399.00 ",7.09%,2024
IBIT,Long,$36.83 ,$38.97 ,2/19/2026,2/25/2026,"$2,412.00 ",4.37%,2024
WDAY,Long,$122.67 ,$130.23 ,2/23/2026,2/25/2026,"$2,388.00 ",3.24%,2024
INTU,Long,$355.73 ,$384.23 ,2/23/2026,2/24/2026,"$4,275.00 ",8.01%,2024
RBLX,Long,$59.77 ,$64.37 ,2/23/2026,2/24/2026,"$3,220.00 ",7.70%,2024
PYPL,Long,$45.46 ,$44.75 ,1/21/2026,2/23/2026,"($1,420.00)",-1.56%,2024
FIG,Long,$22.86 ,$24.61 ,1/15/2026,2/18/2026,"$3,924.00 ",2.68%,2024
SOXL,Short,$68.90 ,$60.40 ,2/11/2026,2/17/2026,"$6,800.00 ",12.34%,2024
SDOW,Long,$27.80 ,$29.83 ,2/10/2026,2/17/2026,"$4,060.00 ",7.30%,2024
RDDT,Long,$127.87 ,$141.75 ,2/12/2026,2/13/2026,"$3,470.00 ",10.85%,2024
DAL,Short,$75.10 ,$67.95 ,2/9/2026,2/12/2026,"$3,575.00 ",9.52%,2024
CPNG,Long,$16.82 ,$18.29 ,2/5/2026,2/9/2026,"$2,205.00 ",8.74%,2024
MSTR,Long,$112.78 ,$121.07 ,2/4/2026,2/6/2026,"$4,680.00 ",4.15%,2024
IBIT,Long,$36.77 ,$38.72 ,2/5/2026,2/6/2026,"$3,785.00 ",3.43%,2024
RBLX,Long,$60.67 ,$66.07 ,2/6/2026,2/6/2026,"$2,160.00 ",8.90%,2024
RBLX,Long,$67.75 ,$75.25 ,1/22/2026,2/5/2026,"$6,528.00 ",6.42%,2024
AMAT,Short,$317.70 ,$303.93 ,1/5/2026,2/4/2026,"$2,754.60 ",4.34%,2024
BE,Short,$171.55 ,$162.35 ,2/3/2026,2/3/2026,"$2,760.00 ",5.36%,2024
SLV,Long,$75.99 ,$78.55 ,1/30/2026,2/3/2026,"$2,560.00 ",3.37%,2024
KOLD,Long,$17.04 ,$18.22 ,1/23/2026,2/2/2026,"$4,056.00 ",4.96%,2024
GLL,Long,$16.51 ,$18.75 ,1/29/2026,1/30/2026,"$11,200.00 ",13.57%,2024
NEM,Short,$127.06 ,$117.47 ,1/23/2026,1/30/2026,"$4,792.50 ",7.54%,2024
SOXL,Short,$70.03 ,$64.26 ,1/29/2026,1/30/2026,"$2,885.00 ",8.24%,2024
ASTS,Short,$129.07 ,$115.85 ,1/30/2026,1/30/2026,"$1,983.00 ",10.24%,2024
GLL,Long,$16.29 ,$17.15 ,1/28/2026,1/29/2026,"$7,060.00 ",4.33%,2024
SOXL,Short,$70.15 ,$65.77 ,1/28/2026,1/29/2026,"$2,190.00 ",6.24%,2024
BE,Short,$165.33 ,$156.15 ,1/28/2026,1/29/2026,"$1,147.50 ",5.55%,2024
CVNA,Short,$469.85 ,$416.93 ,1/7/2026,1/28/2026,"$3,473.50 ",9.86%,2024
ASML,Short,"$1,494.53 ","$1,418.97 ",1/27/2026,1/28/2026,"$2,338.50 ",3.48%,2024
KOLD,Long,$21.00 ,$23.20 ,1/22/2026,1/22/2026,"$2,200.00 ",10.48%,2024
ASTS,Short,$120.50 ,$107.25 ,1/16/2026,1/21/2026,"$1,325.00 ",10.99%,2024
UAL,Short,$117.90 ,$107.78 ,1/7/2026,1/20/2026,"$1,032.24 ",8.58%,2024
RBLX,Long,$77.45 ,$86.07 ,1/2/2026,1/14/2026,"$2,241.20 ",11.13%,2024
SOXS,Long,6/2/2025,$67.20 ,$49.70 ,3/30/2026,-26.04%,2024,
SDS,Long,5/1/2025,$88.20 ,$78.10 ,3/27/2026,-11.45%,2024,
QID,Long,4/29/2025,$29.05 ,$23.90 ,3/27/2026,-17.72%,2024,
ORCL,Long,11/7/2025,$163.97 ,$170.33 ,3/11/2026,3.88%,2024,
VXX,Long,5/12/2025,$43.86 ,$35.70 ,3/6/2026,-18.60%,2024,
JPM,Short,5/15/2025,$293.89 ,$284.15 ,3/6/2026,3.31%,2024,
GS,Short,9/17/2025,$872.03 ,$838.50 ,3/2/2026,3.85%,2024,
GM,Short,12/10/2025,$83.33 ,$78.53 ,2/23/2026,5.76%,2024,
GOOGL,Short,9/11/2025,$303.00 ,$298.00 ,2/17/2026,1.65%,2024,
AXP,Short,8/29/2025,$342.45 ,$336.35 ,2/13/2025,1.78%,2024,
SQQQ,Long,11/28/2025,$69.00 ,$78.05 ,2/5/2026,13.12%,2024,
AVGO,Short,6/2/2025,$309.55 ,$296.55 ,2/4/2026,4.20%,2024,
HOOD,Short,5/13/2025,$88.68 ,$89.88 ,2/2/2026,-1.35%,2024,
ZSL,Long,12/23/2025,$2.66 ,$2.30 ,1/30/2026,-13.53%,2024,
PLTR,Short,12/5/2025,$180.50 ,$151.85 ,1/29/2026,15.87%,2024,
PFE,Long,10/9/2025,$24.14 ,$26.63 ,1/27/2026,10.31%,2024,
MSTR,Long,11/19/2025,$167.69 ,$182.05 ,1/14/2026,8.56%,2024,
FMC,Long,11/4/2025,$13.75 ,$15.50 ,1/12/2026,12.73%,2024,
NFLX,Short,11/20/2023,$82.00 ,$88.40 ,1/9/2026,-7.34%,2024,
CVNA,Short,12/5/2025,$455.00 ,$406.00 ,1/2/2026,10.77%,2024,
ZSL*,Long,12/23/2025,$4.85 ,$5.30 ,12/31/2025,9.28%,2024,
ZSL*,Long,12/23/2025,$5.17 ,$5.42 ,12/29/2025,4.84%,2024,
CAVA,Long,10/23/2025,$55.98 ,$58.05 ,12/22/2025,3.70%,2024,
AAPL,Short,12/2/2025,$283.75 ,$268.25 ,12/18/2025,5.46%,2024,
CMG,Long,9/9/2025,$35.63 ,$37.25 ,12/17/2025,4.55%,2024,
ORCL*,Long,11/7/2025,$211.40 ,$224.60 ,12/10/2025,6.24%,2024,
RGTI,Long,11/13/2025,$23.92 ,$27.70 ,12/4/2025,15.80%,2024,
CRCL,Long,11/17/2025,$72.00 ,$80.03 ,11/28/2025,11.15%,2024,
OKLO,Long,11/25/2025,$82.45 ,$92.45 ,11/28/2025,12.13%,2024,
OKLO,Long,11/21/2025,$82.85 ,$92.25 ,11/24/2025,11.35%,2024,
CRWD,Short,11/12/2025,$547.00 ,$488.00 ,11/21/2025,10.79%,2024,
SQQQ,Long,9/18/2025,$69.15 ,$83.00 ,11/21/2025,20.03%,2024,
MU,Short,10/1/2025,$221.47 ,$208.47 ,11/20/2025,5.87%,2024,
PLTR,Short,8/26/2025,$176.54 ,$158.00 ,11/20/2025,10.05%,2024,
MSFT,Short,5/8/2025,$511.85 ,$478.65 ,11/20/2025,6.49%,2024,
SNDK,Short,9/22/2025,$180.48 ,$193.00 ,11/20/2025,-6.93%,2024,
COST,Short,1/12/2024,$877.73 ,$874.50 ,11/19/2025,0.37%,2024,
CLS,Short,10/28/2025,$335.05 ,$297.05 ,11/13/2025,11.34%,2024,
SQQQ*,Long,9/18/2025,$13.83 ,$14.83 ,11/6/2025,7.23%,2024,
CVNA,Short,4/28/2025,$331.33 ,$283.00 ,11/7/2025,14.59%,2024,
META,Short,5/2/2025,$716.45 ,$672.65 ,10/30/2025,6.11%,2024,
ORCL,Short,6/13/2025,$294.38 ,$263.00 ,10/30/2025,10.66%,2024,
DUST,Long,9/3/2025,$13.41 ,$12.61 ,10/27/2025,-5.97%,2024,
RCL,Short,6/6/2025,$332.17 ,$298.50 ,10/17/2025,10.14%,2024,
OKLO,Short,10/14/2025,$182.98 ,$165.50 ,10/15/2025,9.55%,2024,
ANET,Short,9/11/2025,$155.59 ,$137.25 ,10/14/2025,11.77%,2024,
SQQQ,Long,9/18/2025,$15.34 ,$16.50 ,10/10/2025,7.56%,2024,
CVNA,Short,4/28/2025,$331.33 ,$321.33 ,10/10/2025,3.00%,2024,
STX*,Short,9/18/2025,$235.41 ,$215.00 ,10/10/2025,6.90%,2024,
STX*,Short,9/18/2025,$235.41 ,$223.25 ,10/7/2025,5.12%,2024,
APP,Short,9/11/2025,$624.50 ,$565.00 ,10/6/2025,7.13%,2024,
PFE,Long,9/28/2023,$27.69 ,$27.63 ,10/3/2025,15.70%,2024,
OKLO*,Short,9/19/2025,$132.00 ,$117.50 ,9/25/2025,10.99%,2024,
OKLO*,Short,9/19/2025,$132.00 ,$127.50 ,9/24/2025,3.41%,2024,
MSFT,Short,5/8/2025,$511.85 ,$506.00 ,9/17/2025,1.14%,2024,
RCL*,Short,6/6/2025,$332.17 ,$325.50 ,9/16/2025,2.01%,2024,
BIIB,Long,3/19/2025,$130.59 ,$145.69 ,9/11/2025,11.56%,2024,
BIDU,Long,7/16/2025,$87.45 ,$97.45 ,9/3/2025,11.44%,2024,
ADP,Short,5/19/2025,$322.75 ,$296.25 ,9/3/2025,8.21%,2024,
IBIT,Short,7/10/2025,$67.60 ,$62.27 ,8/26/2025,9.08%,2024,
PLTR,Short,5/8/2025,$158.98 ,$146.30*,8/20/2025,7.98%,2024,
MP,Short,7/16/2025,$73.50 ,$67.20 ,8/19/2025,8.57%,2024,
CNC,Long,8/5/2025,$26.07 ,$28.25 ,8/15/2025,8.36%,2024,
SRPT,Long,8/6/2025,$16.08 ,$20.20 ,8/13/2025,25.62%,2024,
CRWD,Short,5/28/2025,$468.70 ,$428.70 ,8/7/2025,8.53%,2024,
AMD,Short,7/29/2025,$180.35 ,$160.65 ,8/6/2025,10.92%,2024,
RBLX,Short,7/16/2025,$140.08 ,$127.50 ,8/1/2025,8.98%,2024,
COIN,Short,6/25/2025,$407.67 ,$347.25 ,7/31/2025,14.82%,2024,
SPOT,Short,5/27/2025,$693.95 ,$625.00 ,7/29/2025,9.94%,2024,
SRPT,Long,6/12/2025,$16.22 ,$22.50 ,7/28/2025,38.72%,2024,
COIN*,Short,6/25/2025,$407.67 ,$375.95 ,7/28/2025,7.78%,2024,
WRD,Long,7/8/2025,$8.30 ,$10.01 ,7/23/2025,20.60%,2024,
SRPT*,Long,6/12/2025,$23.26 ,$25.73 ,7/16/2025,10.62%,2024,
MU,Short,6/24/2025,$127.35 ,$115.97 ,7/16/2025,8.94%,2024,
BIDU,Long,5/22/2025,$84.60 ,$94.01 ,7/15/2025,11.12%,2024,
TNA,Long,7/1/2025,$33.41 ,$37.96 ,7/10/2025,13.62%,2024,
PGR,Short,4/15/2025,$279.50 ,$247.50 ,7/10/2025,11.45%,2024,
CRCL,Short,6/20/2025,$264.83 ,$202.50 ,6/25/2025,23.54%,2024,
CVNA,Short,4/28/2025,$311.39 ,$296.39 ,6/13/2025,4.82%,2024,
SRPT,Long,5/7/2025,$37.06 ,$42.72 ,6/6/2025,15.27%,2024,
ENPH,Long,5/22/2025,$37.75 ,$42.55 ,6/3/2025,12.72%,2024,
SOXS,Long,5/29/2025,$11.57 ,$13.57 ,5/30/2025,17.29%,2024,
SOXS,Long,5/13/2025,$11.44 ,$14.05 ,5/23/2025,22.81%,2024,
WRD*,Long,3/24/2025,$9.61 ,$11.00 ,5/21/2025,14.06%,2024,
BIDU,Long,3/31/2025,$85.90 ,$94.90 ,5/21/2025,10.48%,2024,
WRD*,Long,3/24/2025,$9.61 ,$9.77 ,5/12/2025,1.67%,2024,
DECK,Long,2/4/2025,$137.02 ,$133.02 ,5/12/2025,-2.92%,2024,
TTD,Long,2/20/2025,$59.91 ,$135.49 ,5/8/2025,6.25%,2024,
PLTR,Short,4/28/2025,$118.00 ,$106.30 ,5/7/2025,9.92%,2024,
GOOGL,Long,3/31/2025,$146.17 ,$164.67 ,5/2/2025,12.66%,2024,
CRM,Long,4/4/2025,$242.50 ,$274.30 ,5/2/2025,13.11%,2024,
AMZN,Long,3/10/2025,$175.70 ,$191.00 ,5/2/2025,8.71%,2024,
EWZ,Long,4/21/2025,$25.15 ,$27.40 ,4/29/2025,8.95%,2024,
NVO,Long,4/17/2025,$57.40 ,$65.20 ,4/29/2025,13.59%,2024,
AMD,Long,4/16/2025,$85.35 ,$96.65 ,4/25/2025,13.24%,2024,
VRT,Long,3/28/2025,$69.88 ,$84.35 ,4/23/2025,20.71%,2024,
QLD,Long,4/8/2025,$68.00 ,$78.70 ,4/9/2025,15.74%,2024,
SOXL,Long,4/3/2025,$9.88 ,$10.93 ,4/9/2025,10.63%,2024,
AVGO,Long,3/27/2025,$155.75 ,$177.00 ,4/9/2025,13.64%,2024,
TNA,Long,4/4/2025,$20.00 ,$23.25 ,4/9/2025,16.25%,2024,
GS,Long,4/7/2025,$440.00 ,$495.00 ,4/9/2025,12.50%,2024,
RDDT,Long,4/4/2025,$88.00 ,$101.10 ,4/9/2025,14.88%,2024,
UAL,Long,4/3/2025,$59.05 ,$66.25 ,4/9/2025,12.19%,2024,
AAPL,Long,4/7/2025,$175.00 ,$193.00 ,4/9/2025,10.29%,2024,
MU,Long,4/3/2025,$67.70 ,$75.25 ,4/9/2025,11.15%,2024,
WRD,Long,3/24/2025,$11.45 ,$11.45 ,4/9/2025,0.00%,2024,
JPM,Long,4/4/2025,$212.00 ,$233.33 ,4/9/2025,10.06%,2024,
AVGO,Long,3/27/2025,$155.75 ,$166.00 ,4/8/2025,6.58%,2024,
QLD,Long,4/8/2025,$68.00 ,$77.00 ,4/8/2025,13.24%,2024,
CEG,Long,4/4/2025,$170.67 ,$190.50 ,4/8/2025,11.62%,2024,
APP,Long,4/7/2025,$201.00 ,$250.00 ,4/7/2025,24.38%,2024,
HOOD,Long,4/7/2025,$30.85 ,$36.85 ,4/7/2025,19.45%,2024,
PLTR,Long,4/7/2025,$67.95 ,$78.05 ,4/7/2025,14.86%,2024,
GS,Short,5/10/2024,$481.38 ,$494.60 ,4/4/2025,-2.75%,2024,
MSFT,Short,4/3/2023,$343.39 ,$362.65 ,4/4/2025,-5.61%,2024,
TLT,Long,10/29/2024,$88.12 ,$94.12 ,4/4/2025,6.81%,2024,
AAPL,Short,1/27/2023,$162.92 ,$187.45 ,4/4/2025,-15.05%,2024,
GDDY,Short,11/29/2023,$163.43 ,$163.83 ,4/4/2025,-0.24%,2024,
CVNA,Short,3/24/2025,$210.50 ,$186.95 ,4/3/2025,11.19%,2024,
UAL,Long,4/1/2025,$64.85 ,$71.25 ,4/2/2025,9.87%,2024,
KBH,Short,11/3/2023,$57.73 ,$56.25 ,3/24/2025,2.56%,2024,
CAVA,Long,3/7/2025,$80.50 ,$88.25 ,3/24/2025,9.63%,2024,
TSLA,Long,3/10/2025,$229.32 ,$263.08 ,3/24/2025,14.72%,2024,
CVNA,Long,3/7/2025,$174.35 ,$193.35 ,3/20/2025,10.90%,2024,
CEG,Long,3/6/2025,$203.19 ,$220.46 ,3/20/2025,8.50%,2024,
JPM,Long,3/13/2025,$224.58 ,$242.02 ,3/19/2025,8.02%,2024,
WRD,Long,3/4/2025,$17.15 ,$19.55 ,3/17/2025,13.99%,2024,
WMT,Short,9/4/2024,$84.25 ,$83.95 ,3/13/2025,0.36%,2024,
APP,Long,3/10/2025,$245.00 ,$280.00 ,3/12/2025,14.29%,2024,
RDDT,Long,3/10/2025,$114.85 ,$132.50 ,3/12/2025,15.37%,2024,
BIIB,Long,11/14/2024,$142.53 ,$156.75 ,3/10/2025,9.98%,2024,
UAL,Short,9/26/2024,$65.69 ,$68.49 ,3/10/2025,-4.26%,2024,
MA,Short,1/30/2025,$572.00 ,$535.50 ,3/10/2025,6.38%,2024,
CELH,Long,2/28/2025,$25.73 ,$29.05 ,3/10/2025,12.90%,2024,
DG,Long,8/29/2024,$83.40 ,$84.00 ,3/10/2025,0.72%,2024,
WOLF,Long,2/26/2025,$5.36 ,$6.07 ,3/7/2025,13.25%,2024,
META,Short,9/19/2024,$653.00 ,$601.00 ,3/7/2025,7.86%,2024,
AXP,Short,8/16/2024,$291.00 ,$275.60 ,3/6/2025,5.29%,2024,
APP,Short,10/14/2024,$217.60 ,$262.60 ,3/6/2025,-20.60%,2024,
QID,Long,8/13/2024,$35.25 ,$36.34 ,3/6/2025,3.08%,2024,
SDS,Long,8/14/2024,$20.55 ,$21.11 ,3/6/2025,2.64%,2024,
SMCI,Long,3/3/2025,$35.00 ,$39.15 ,3/4/2025,11.86%,2024,
CAT,Short,8/30/2024,$371.45 ,$323.00 ,3/4/2025,13.04%,2024,
RCL,Short,9/17/2024,$224.35 ,$225.00 ,3/4/2025,-0.29%,2024,
PLTR,Short,10/9/2024,$70.80 ,$78.80 ,2/28/2025,-11.29%,2024,
NIO,Long,1/16/2025,$4.17 ,$5.03 ,2/27/2025,20.62%,2024,
